categoryId,comments_disabled,ratings_disabled,duration_seconds,has_thumbnail,ordinal_trending_date,ordinal_publish_date,days_published,target_average_category,likes_average_category,dislikes_average_category,views_average_category,comment_average_category,has_tag,has_description,target
1,False,False,702.0,True,738125,738122,2,0.0627291328883451,99683.0778887304,1795.0447931526392,2186332.394008559,8207.086162624822,True,True,0.054934245
20,False,False,165.0,True,738125,738124,0,0.0577070598033363,125022.688063934,2296.607373034288,2271570.186581593,10187.033449342614,True,True,0.05731971
27,False,False,40.0,True,738125,738122,2,0.0677883517706569,92428.59584980235,1828.2168972332013,1481376.8858695652,7176.046936758893,True,True,0.07996973
10,False,False,186.0,False,738125,738122,2,0.0758099960107421,319278.1952746604,6025.801004134672,4654299.678145304,36911.48044890726,True,True,0.048667755
24,False,False,362.0,True,738125,738123,1,0.0556663436463656,168072.80203485227,3137.0222967853665,3272342.0893494966,11391.870061694988,True,True,0.056678806
17,False,False,243.0,True,738125,738123,1,0.021507001745274,52634.47203287891,1496.6656976744189,2081130.513732959,4379.0379911788295,True,True,0.012557746
20,False,False,1188.0,True,738125,738121,3,0.0577070598033363,125022.688063934,2296.607373034288,2271570.186581593,10187.033449342614,True,True,0.04175275
17,False,False,877.0,True,738125,738122,2,0.021507001745274,52634.47203287891,1496.6656976744189,2081130.513732959,4379.0379911788295,True,True,0.012950904
24,False,False,278.0,True,738125,738121,3,0.0556663436463656,168072.80203485227,3137.0222967853665,3272342.0893494966,11391.870061694988,True,True,0.065477096
25,False,False,483.0,False,738125,738123,1,0.0143014284630855,22388.713905325443,2803.310946745562,1677548.9772189348,6499.628106508876,True,True,0.02261843
23,False,False,671.0,True,738125,738122,2,0.0824916114898441,130485.77469738384,1985.7491214369384,1901592.7711831315,7480.86138227255,True,True,0.11567644
23,False,False,210.0,True,738125,738123,1,0.0824916114898441,130485.77469738384,1985.7491214369384,1901592.7711831315,7480.86138227255,True,True,0.060278997
20,False,False,58.0,True,738125,738124,0,0.0577070598033363,125022.688063934,2296.607373034288,2271570.186581593,10187.033449342614,True,True,0.05218698
22,False,False,15.0,True,738125,738122,2,0.0677970489936238,131517.5985144152,3656.724285534433,2161102.035125268,8992.710562759663,False,False,0.055152312
22,False,False,749.0,False,738125,738122,2,0.0677970489936238,131517.5985144152,3656.724285534433,2161102.035125268,8992.710562759663,True,True,0.054065615
2,False,False,602.0,True,738125,738122,2,0.0472782727670191,50090.06148282098,788.5521398432791,1084007.0777576854,4356.971669680531,False,True,0.069369115
20,False,False,932.0,True,738125,738122,2,0.0577070598033363,125022.688063934,2296.607373034288,2271570.186581593,10187.033449342614,False,True,0.07627552
24,False,False,529.0,True,738125,738121,3,0.0556663436463656,168072.80203485227,3137.0222967853665,3272342.0893494966,11391.870061694988,True,True,0.08899841
23,False,False,58.0,False,738125,738122,2,0.0824916114898441,130485.77469738384,1985.7491214369384,1901592.7711831315,7480.86138227255,False,False,0.14222947
1,False,False,1096.0,True,738125,738122,2,0.0627291328883451,99683.0778887304,1795.0447931526392,2186332.394008559,8207.086162624822,True,True,0.059015606
24,False,False,33.0,True,738125,738121,3,0.0556663436463656,168072.80203485227,3137.0222967853665,3272342.0893494966,11391.870061694988,False,True,0.07425861
24,False,False,913.0,True,738125,738122,2,0.0556663436463656,168072.80203485227,3137.0222967853665,3272342.0893494966,11391.870061694988,True,True,0.030956505
20,False,False,34.0,True,738125,738122,2,0.0577070598033363,125022.688063934,2296.607373034288,2271570.186581593,10187.033449342614,True,True,0.06374813
24,False,False,24.0,True,738125,738121,3,0.0556663436463656,168072.80203485227,3137.0222967853665,3272342.0893494966,11391.870061694988,False,False,0.0711759
17,False,False,864.0,True,738125,738123,1,0.021507001745274,52634.47203287891,1496.6656976744189,2081130.513732959,4379.0379911788295,True,True,0.011416832
20,False,False,338.0,True,738125,738123,1,0.0577070598033363,125022.688063934,2296.607373034288,2271570.186581593,10187.033449342614,False,True,0.06168177
24,False,False,905.0,True,738125,738122,2,0.0556663436463656,168072.80203485227,3137.0222967853665,3272342.0893494966,11391.870061694988,True,True,0.069600224
20,False,False,1001.0,True,738125,738123,1,0.0577070598033363,125022.688063934,2296.607373034288,2271570.186581593,10187.033449342614,False,True,0.07291561
17,False,False,1012.0,False,738125,738122,2,0.021507001745274,52634.47203287891,1496.6656976744189,2081130.513732959,4379.0379911788295,True,True,0.013121615
17,False,False,584.0,True,738125,738123,1,0.021507001745274,52634.47203287891,1496.6656976744189,2081130.513732959,4379.0379911788295,True,True,0.018349573
17,False,False,208.0,True,738125,738122,2,0.021507001745274,52634.47203287891,1496.6656976744189,2081130.513732959,4379.0379911788295,True,True,0.024049213
17,False,False,591.0,True,738125,738122,2,0.021507001745274,52634.47203287891,1496.6656976744189,2081130.513732959,4379.0379911788295,True,True,0.0057485756
10,False,False,154.0,False,738125,738124,0,0.0758099960107421,319278.1952746604,6025.801004134672,4654299.678145304,36911.48044890726,True,True,0.073805474
17,False,False,729.0,True,738125,738123,1,0.021507001745274,52634.47203287891,1496.6656976744189,2081130.513732959,4379.0379911788295,True,True,0.026051853
22,False,False,2088.0,True,738125,738123,1,0.0677970489936238,131517.5985144152,3656.724285534433,2161102.035125268,8992.710562759663,True,True,0.09932093
22,False,False,21.0,False,738125,738122,2,0.0677970489936238,131517.5985144152,3656.724285534433,2161102.035125268,8992.710562759663,False,True,0.04519744
20,False,False,312.0,True,738125,738123,1,0.0577070598033363,125022.688063934,2296.607373034288,2271570.186581593,10187.033449342614,True,True,0.05763304
20,False,False,60.0,True,738125,738124,0,0.0577070598033363,125022.688063934,2296.607373034288,2271570.186581593,10187.033449342614,True,True,0.042262033
26,False,False,963.0,True,738125,738122,2,0.0614580208901009,70047.7136738056,2292.781219110379,1458664.9677100494,5883.518945634267,True,True,0.049396798
20,False,False,1543.0,True,738125,738121,3,0.0577070598033363,125022.688063934,2296.607373034288,2271570.186581593,10187.033449342614,True,True,0.040687554
23,False,False,60.0,True,738125,738121,3,0.0824916114898441,130485.77469738384,1985.7491214369384,1901592.7711831315,7480.86138227255,True,True,0.101912566
24,False,False,654.0,True,738125,738123,1,0.0556663436463656,168072.80203485227,3137.0222967853665,3272342.0893494966,11391.870061694988,True,True,0.04950906
25,False,False,29.0,True,738125,738123,1,0.0143014284630855,22388.713905325443,2803.310946745562,1677548.9772189348,6499.628106508876,True,True,0.020009644
20,False,False,1037.0,True,738125,738121,3,0.0577070598033363,125022.688063934,2296.607373034288,2271570.186581593,10187.033449342614,True,True,0.07401067
20,False,False,590.0,True,738125,738121,3,0.0577070598033363,125022.688063934,2296.607373034288,2271570.186581593,10187.033449342614,True,True,0.044009134
17,False,False,125.0,True,738125,738121,3,0.021507001745274,52634.47203287891,1496.6656976744189,2081130.513732959,4379.0379911788295,True,True,0.00944789
22,False,False,197.0,True,738125,738122,2,0.0677970489936238,131517.5985144152,3656.724285534433,2161102.035125268,8992.710562759663,True,True,0.09226756
17,False,False,1115.0,True,738125,738122,2,0.021507001745274,52634.47203287891,1496.6656976744189,2081130.513732959,4379.0379911788295,True,True,0.018517846
20,False,False,915.0,True,738125,738122,2,0.0577070598033363,125022.688063934,2296.607373034288,2271570.186581593,10187.033449342614,False,True,0.06893941
24,False,False,31.0,True,738125,738121,3,0.0556663436463656,168072.80203485227,3137.0222967853665,3272342.0893494966,11391.870061694988,False,True,0.046043847
24,False,False,1695.0,True,738125,738120,4,0.0556663436463656,168072.80203485227,3137.0222967853665,3272342.0893494966,11391.870061694988,True,True,0.06982266
20,False,False,1427.0,True,738125,738121,3,0.0577070598033363,125022.688063934,2296.607373034288,2271570.186581593,10187.033449342614,True,True,0.07339906
17,False,False,66.0,True,738125,738121,3,0.021507001745274,52634.47203287891,1496.6656976744189,2081130.513732959,4379.0379911788295,True,True,0.0056662397
24,False,False,1542.0,False,738125,738118,6,0.0556663436463656,168072.80203485227,3137.0222967853665,3272342.0893494966,11391.870061694988,False,True,0.080566466
22,False,False,1190.0,True,738125,738121,3,0.0677970489936238,131517.5985144152,3656.724285534433,2161102.035125268,8992.710562759663,True,True,0.051634204
17,False,False,3361.0,True,738125,738122,2,0.021507001745274,52634.47203287891,1496.6656976744189,2081130.513732959,4379.0379911788295,True,True,0.0061579053
20,False,False,1095.0,True,738125,738121,3,0.0577070598033363,125022.688063934,2296.607373034288,2271570.186581593,10187.033449342614,True,True,0.065227374
17,False,False,562.0,True,738125,738122,2,0.021507001745274,52634.47203287891,1496.6656976744189,2081130.513732959,4379.0379911788295,True,True,0.014035836
23,False,False,1765.0,True,738125,738122,2,0.0824916114898441,130485.77469738384,1985.7491214369384,1901592.7711831315,7480.86138227255,True,True,0.08676258
24,False,False,30.0,True,738125,738121,3,0.0556663436463656,168072.80203485227,3137.0222967853665,3272342.0893494966,11391.870061694988,True,True,0.07668513
20,False,False,1801.0,True,738125,738120,4,0.0577070598033363,125022.688063934,2296.607373034288,2271570.186581593,10187.033449342614,True,True,0.06351218
22,False,False,1273.0,False,738125,738121,3,0.0677970489936238,131517.5985144152,3656.724285534433,2161102.035125268,8992.710562759663,True,True,0.052608404
17,False,False,523.0,True,738125,738122,2,0.021507001745274,52634.47203287891,1496.6656976744189,2081130.513732959,4379.0379911788295,True,True,0.016511505
17,False,False,578.0,True,738125,738121,3,0.021507001745274,52634.47203287891,1496.6656976744189,2081130.513732959,4379.0379911788295,True,True,0.014421028
24,False,False,1322.0,True,738125,738121,3,0.0556663436463656,168072.80203485227,3137.0222967853665,3272342.0893494966,11391.870061694988,True,True,0.061371285
22,False,False,639.0,False,738125,738121,3,0.0677970489936238,131517.5985144152,3656.724285534433,2161102.035125268,8992.710562759663,False,True,0.053785633
20,False,False,739.0,True,738125,738120,4,0.0577070598033363,125022.688063934,2296.607373034288,2271570.186581593,10187.033449342614,True,True,0.025582166
17,False,False,527.0,True,738125,738122,2,0.021507001745274,52634.47203287891,1496.6656976744189,2081130.513732959,4379.0379911788295,True,True,0.012279066
24,False,False,666.0,True,738125,738123,1,0.0556663436463656,168072.80203485227,3137.0222967853665,3272342.0893494966,11391.870061694988,True,True,0.044447437
2,False,False,1404.0,True,738125,738122,2,0.0472782727670191,50090.06148282098,788.5521398432791,1084007.0777576854,4356.971669680531,True,True,0.05411236
28,False,False,635.0,True,738125,738123,1,0.0468949418633465,115417.64231585329,2656.816611094271,2623833.051227645,7305.853591997575,True,True,0.04723494
20,False,False,2560.0,True,738125,738121,3,0.0577070598033363,125022.688063934,2296.607373034288,2271570.186581593,10187.033449342614,True,True,0.04993036
22,False,False,36.0,True,738125,738120,4,0.0677970489936238,131517.5985144152,3656.724285534433,2161102.035125268,8992.710562759663,True,True,0.07192081
24,False,False,47.0,True,738125,738120,4,0.0556663436463656,168072.80203485227,3137.0222967853665,3272342.0893494966,11391.870061694988,False,False,0.10304128
17,False,False,305.0,True,738125,738122,2,0.021507001745274,52634.47203287891,1496.6656976744189,2081130.513732959,4379.0379911788295,True,True,0.015555218
27,False,False,1127.0,True,738125,738120,4,0.0677883517706569,92428.59584980235,1828.2168972332013,1481376.8858695652,7176.046936758893,True,True,0.026689485
20,False,False,201.0,True,738125,738123,1,0.0577070598033363,125022.688063934,2296.607373034288,2271570.186581593,10187.033449342614,True,True,0.04379332
22,False,False,1015.0,True,738125,738121,3,0.0677970489936238,131517.5985144152,3656.724285534433,2161102.035125268,8992.710562759663,False,True,0.084037825
22,False,False,1284.0,True,738125,738121,3,0.0677970489936238,131517.5985144152,3656.724285534433,2161102.035125268,8992.710562759663,True,True,0.055268236
20,False,False,140.0,True,738125,738122,2,0.0577070598033363,125022.688063934,2296.607373034288,2271570.186581593,10187.033449342614,True,True,0.062587425
27,False,False,377.0,False,738125,738122,2,0.0677883517706569,92428.59584980235,1828.2168972332013,1481376.8858695652,7176.046936758893,True,True,0.05387114
24,False,False,184.0,True,738125,738111,13,0.0556663436463656,168072.80203485227,3137.0222967853665,3272342.0893494966,11391.870061694988,True,True,0.05043362
1,False,False,733.0,True,738125,738120,4,0.0627291328883451,99683.0778887304,1795.0447931526392,2186332.394008559,8207.086162624822,True,True,0.046245944
24,False,False,1128.0,True,738125,738121,3,0.0556663436463656,168072.80203485227,3137.0222967853665,3272342.0893494966,11391.870061694988,True,True,0.04861832
17,False,False,209.0,True,738125,738121,3,0.021507001745274,52634.47203287891,1496.6656976744189,2081130.513732959,4379.0379911788295,True,True,0.030326383
22,False,False,31.0,False,738125,738120,4,0.0677970489936238,131517.5985144152,3656.724285534433,2161102.035125268,8992.710562759663,False,True,0.06642694
22,False,False,978.0,True,738125,738122,2,0.0677970489936238,131517.5985144152,3656.724285534433,2161102.035125268,8992.710562759663,True,True,0.08520305
22,False,False,319.0,False,738125,738121,3,0.0677970489936238,131517.5985144152,3656.724285534433,2161102.035125268,8992.710562759663,False,True,0.060878903
24,False,False,1368.0,True,738125,738121,3,0.0556663436463656,168072.80203485227,3137.0222967853665,3272342.0893494966,11391.870061694988,False,True,0.030862167
27,False,False,791.0,True,738125,738120,4,0.0677883517706569,92428.59584980235,1828.2168972332013,1481376.8858695652,7176.046936758893,True,True,0.10401098
28,False,False,749.0,False,738125,738120,4,0.0468949418633465,115417.64231585329,2656.816611094271,2623833.051227645,7305.853591997575,True,True,0.06514117
10,False,False,167.0,True,738125,738120,4,0.0758099960107421,319278.1952746604,6025.801004134672,4654299.678145304,36911.48044890726,True,True,0.048917938
20,False,False,2712.0,True,738125,738120,4,0.0577070598033363,125022.688063934,2296.607373034288,2271570.186581593,10187.033449342614,True,True,0.0327585
20,False,False,820.0,True,738125,738121,3,0.0577070598033363,125022.688063934,2296.607373034288,2271570.186581593,10187.033449342614,True,True,0.051364895
20,False,False,1755.0,True,738125,738120,4,0.0577070598033363,125022.688063934,2296.607373034288,2271570.186581593,10187.033449342614,True,True,0.07817411
25,False,False,840.0,False,738125,738120,4,0.0143014284630855,22388.713905325443,2803.310946745562,1677548.9772189348,6499.628106508876,True,True,0.015714802
23,False,False,252.0,True,738125,738122,2,0.0824916114898441,130485.77469738384,1985.7491214369384,1901592.7711831315,7480.86138227255,True,True,0.10565207
23,False,False,30.0,True,738125,738109,15,0.0824916114898441,130485.77469738384,1985.7491214369384,1901592.7711831315,7480.86138227255,False,False,0.06938708
22,False,False,368.0,True,738125,738120,4,0.0677970489936238,131517.5985144152,3656.724285534433,2161102.035125268,8992.710562759663,True,True,0.06276155
26,False,False,1232.0,True,738125,738120,4,0.0614580208901009,70047.7136738056,2292.781219110379,1458664.9677100494,5883.518945634267,True,True,0.065014236
20,False,False,202.0,True,738125,738120,4,0.0577070598033363,125022.688063934,2296.607373034288,2271570.186581593,10187.033449342614,True,True,0.03133943
20,False,False,574.0,True,738125,738120,4,0.0577070598033363,125022.688063934,2296.607373034288,2271570.186581593,10187.033449342614,True,True,0.058022447
20,False,False,574.0,True,738125,738120,4,0.0577070598033363,125022.688063934,2296.607373034288,2271570.186581593,10187.033449342614,True,True,0.058022447
25,False,False,5636.0,True,738125,738119,5,0.0143014284630855,22388.713905325443,2803.310946745562,1677548.9772189348,6499.628106508876,True,True,0.0063628964
24,False,False,936.0,True,738125,738120,4,0.0556663436463656,168072.80203485227,3137.0222967853665,3272342.0893494966,11391.870061694988,True,True,0.042391967
20,False,False,1884.0,True,738125,738119,5,0.0577070598033363,125022.688063934,2296.607373034288,2271570.186581593,10187.033449342614,True,True,0.06067489
1,False,False,183.0,True,738125,738120,4,0.0627291328883451,99683.0778887304,1795.0447931526392,2186332.394008559,8207.086162624822,True,True,0.074515596
28,False,False,35.0,True,738125,738120,4,0.0468949418633465,115417.64231585329,2656.816611094271,2623833.051227645,7305.853591997575,True,True,0.085618876
20,False,False,60.0,True,738125,738120,4,0.0577070598033363,125022.688063934,2296.607373034288,2271570.186581593,10187.033449342614,True,True,0.019190028
10,False,False,281.0,True,738125,738119,5,0.0758099960107421,319278.1952746604,6025.801004134672,4654299.678145304,36911.48044890726,True,True,0.056026317
24,False,False,1100.0,True,738125,738119,5,0.0556663436463656,168072.80203485227,3137.0222967853665,3272342.0893494966,11391.870061694988,True,True,0.04222902
17,False,False,985.0,True,738125,738119,5,0.021507001745274,52634.47203287891,1496.6656976744189,2081130.513732959,4379.0379911788295,True,True,0.029727615
10,False,False,181.0,True,738125,738118,6,0.0758099960107421,319278.1952746604,6025.801004134672,4654299.678145304,36911.48044890726,True,True,0.023661368
20,False,False,896.0,True,738125,738120,4,0.0577070598033363,125022.688063934,2296.607373034288,2271570.186581593,10187.033449342614,True,True,0.060425453
17,False,False,310.0,True,738125,738120,4,0.021507001745274,52634.47203287891,1496.6656976744189,2081130.513732959,4379.0379911788295,True,True,0.020483898
23,False,False,49.0,True,738125,738118,6,0.0824916114898441,130485.77469738384,1985.7491214369384,1901592.7711831315,7480.86138227255,False,True,0.083958924
28,False,False,1275.0,True,738125,738119,5,0.0468949418633465,115417.64231585329,2656.816611094271,2623833.051227645,7305.853591997575,True,True,0.06112955
26,False,False,1275.0,False,738125,738119,5,0.0614580208901009,70047.7136738056,2292.781219110379,1458664.9677100494,5883.518945634267,True,True,0.028669652
24,False,False,47.0,True,738125,738118,6,0.0556663436463656,168072.80203485227,3137.0222967853665,3272342.0893494966,11391.870061694988,True,True,0.09796045
22,False,False,1428.0,True,738125,738119,5,0.0677970489936238,131517.5985144152,3656.724285534433,2161102.035125268,8992.710562759663,True,True,0.07075801
17,False,False,693.0,True,738125,738119,5,0.021507001745274,52634.47203287891,1496.6656976744189,2081130.513732959,4379.0379911788295,False,True,0.012066438
24,False,False,21.0,True,738125,738119,5,0.0556663436463656,168072.80203485227,3137.0222967853665,3272342.0893494966,11391.870061694988,True,True,0.040588807
24,False,False,797.0,True,738125,738118,6,0.0556663436463656,168072.80203485227,3137.0222967853665,3272342.0893494966,11391.870061694988,True,True,0.014084922
